Oblast, City, Index
Вінницька,с. Бортники,23612
Вінницька,с. Торків,23613
Вінницька,смт Шпиків,23614
Вінницька,с. Левківці,23615
Вінницька,с. Бурдії,23616
Вінницька,с. Винокурня,23617
Вінницька,с. Кленове,23618
Вінницька,с-ще Соснівка,23619
Вінницька,с. Юрківка,23620
Вінницька,с. Сільниця,23621
Вінницька,с. Шура-Копіївська,23622
Вінницька,с. Копіївка,23623
Вінницька,с. Зарічне,23624
Вінницька,с-ще Гуральня,23625
Вінницька,с. Калинівка,23626
Вінницька,с. Станіславка,23627
Вінницька,с. Шпиківка,23628
Вінницька,с-ще Щурі,23629
Вінницька,с. Тарасівка,23630
Вінницька,с. Крищинці,23631
Вінницька,с. Холодівка,23632
Вінницька,с. Михайлівка,23633
Вінницька,с. Маньківка,23634
Вінницька,с-ще Маркове,23635
Вінницька,с-ще Федьківка,23636
Вінницька,с-ще Улянівка,23637
Вінницька,с. Журавлівка,23641
Вінницька,с. Маяки,23642
Вінницька,с. Суворовське,23643
Вінницька,с. Тиманівка,23644
Вінницька,с-ще Пестеля,23646
Вінницька,с. Даньківка,23647
Вінницька,с. Марусине,23649
Вінницька,с. Дранка,23650
Вінницька,с. Одаї,23651
Вінницька,смт Кирнасівка,23652
Вінницька,с. Ганнопіль,23655
Вінницька,с-ще Капки,23656
Вінницька,с. Клебань,23660
Вінницька,с. Гути,23661
Вінницька,с. Богданівка,23662
Вінницька,с. Білоусівка,23663
Вінницька,с. Заозерне,23664
Вінницька,с. Василівка,23665
Вінницька,м. Гайсин,23700
Вінницька,м. Гайсин,23701
Вінницька,с. Павлівка,23706
Вінницька,с. Рахни,23707
Вінницька,с. Розівка,23708
Вінницька,с-ще Карбівське,23709
Вінницька,с. Носівці,23710
Вінницька,с. Косанове,23711
Вінницька,с. Кузьминці,23712
Вінницька,с. Кунка,23713
Вінницька,с. Куна,23714
Вінницька,с. Крутогорб,23715
Вінницька,с. Мар'янівка,23716
Вінницька,с. Тишківська Слобода,23717
Вінницька,с. Сокільці,23718
Вінницька,с. Тарасівка,23719
Вінницька,с. Мітлинці,23720
Вінницька,с. Шура-Мітлинецька,23721
Вінницька,с. Бондурі,23722
Вінницька,с. Семирічка,23723
Вінницька,с. Гунча,23724
Вінницька,с. Карбівка,23725
Вінницька,с. Кисляк,23726
Вінницька,с-ще Трубочка,23727
Вінницька,с-ще Хороша,23728
Вінницька,с. Шура-Бондурівська,23729
Вінницька,с. Нараївка,23730
Вінницька,с. Гранів,23731
Вінницька,с. Михайлівка,23732
Вінницька,с. Краснопілка,23733
Вінницька,с. Митків,23734
Вінницька,с. Чечелівка,23735
Вінницька,с. Рахнівка,23736
Вінницька,с. Степове,23737
Вінницька,с. Щурівці,23738
Вінницька,с. Тимар,23739
Вінницька,с. Ярмолинці,23740
Вінницька,с. Адамівка,23741
Вінницька,с. Харпачка,23742
Вінницька,с. Степашки,23743
Вінницька,с. Бубнівка,23744
Вінницька,с. Ладижинські Хутори,23745
Вінницька,с. Губник,23746
Вінницька,с-ще Губник,23747
Вінницька,с. Дмитренки,23748
Вінницька,с. Новоселівка,23749
Вінницька,с. Жерденівка,23750
Вінницька,с. Зятківці,23751
Вінницька,с-ще Зятківці,23752
Вінницька,с. Кущинці,23753
Вінницька,с. Гнатівка,23754
Вінницька,с. Кіблич,23755
Вінницька,с. Грузьке,23756
Вінницька,с. Огіївка,23757
Вінницька,с. Бережне,23758
Вінницька,с. Тишківка,23759
Вінницька,с. Бур'яни,23760
Вінницька,с. Мелешків,23761
Вінницька,с. Борсуки,23762
Вінницька,с. Басаличівка,23763
Вінницька,с. Заріччя,23764
Вінницька,с. Кочурів,23765
Вінницька,с-ще Млинки,23767
Вінницька,смт Теплик,23800
Вінницька,с. Залужжя,23806
Вінницька,с. Стражгород,23807
Вінницька,с. Розкошівка,23808
Вінницька,с-ще Дубина,23809
Вінницька,с. Кивачівка,23810
Вінницька,с. Тополівка,23811
Вінницька,с. Комарівка,23812
Вінницька,с-ще Розкошівка,23813
Вінницька,с. Степанівка,23814
Вінницька,с. Марківка,23815
Вінницька,с. Карабелівка,23816
Вінницька,с. Іванів,23817
Вінницька,с-ще Кублич,23818
Вінницька,с. Соболівка,23820
Вінницька,с. Антонівка,23821
Вінницька,с. Шиманівка,23822
Вінницька,с. Велика Мочулка,23823
Вінницька,с. Брідок,23824
Вінницька,с. Побірка,23825
Вінницька,с. Панчишине,23826
Вінницька,с. Шевченка,23827
Вінницька,с. Важне,23828
Вінницька,с. Цвіліхівка,23829
Вінницька,с. Петрашівка,23830
Вінницька,с. Метанівка,23831
Вінницька,с. Завадівка,23832
Вінницька,с. Орлівка,23833
Вінницька,с. Мала Мочулка,23834
Вінницька,с. Мишарівка,23835
Вінницька,с. Шевченківка,23836
Вінницька,с. Бджільна,23840
Вінницька,с. Пологи,23841
Вінницька,с. Сокиряни,23842
Вінницька,с. Саша,23843
Вінницька,с. Костюківка,23844
Вінницька,с-ще Ленінка,23846
Вінницька,с. Лозовата,23847
Вінницька,с. Червона Долина,23848
Вінницька,с. Веселівка,23850
Вінницька,с. Росоша,23851
Вінницька,с. Кам'янки,23852
Вінницька,с. Удич,23853
Вінницька,с. Погоріла,23854
Вінницька,с. Кожухівка,23856
Вінницька,с. Червоний Кут,23857
Вінницька,м. Могилів-Подільський,24000
Вінницька,м. Могилів-Подільський,24001
Вінницька,м. Могилів-Подільський,24004
Вінницька,с. Немія,24006
Вінницька,с-ще Сонячне,24007
Вінницька,с. Підлісне,24008
Вінницька,с. Яструбна,24009
Вінницька,с. Жеребилівка,24010
Вінницька,с. Кукавка,24011
Вінницька,с-ще Нова Григорівка,24012
Вінницька,с. Нижчий Ольчедаїв,24013
Вінницька,с. Серебринці,24014
Вінницька,с. Грабарівка,24015
Вінницька,с. Слобода-Яришівська,24016
Вінницька,с. Ломазів,24017
Вінницька,с. Іракліївка,24018
Вінницька,с. Бернашівка,24019
Вінницька,с. Хоньківці,24020
Вінницька,с. Козлів,24021
Вінницька,с. Липчани,24022
Вінницька,с. Нагоряни,24023
Вінницька,с. Яришів,24024
Вінницька,с. Лядова,24025
Вінницька,с. Серебрія,24026
Вінницька,с. Кремінне,24027
Вінницька,с-ще Одая,24028
Вінницька,с. Тарасівка,24029
Вінницька,с. Тропове,24030
Вінницька,с. Сугаки,24031
Вінницька,смт Вендичани,24032
Вінницька,с. Борщівці,24033
Вінницька,с. Кричанівка,24034
Вінницька,с. Сліди,24035
Вінницька,с. Новомикільськ,24036
Вінницька,с. Мервинці,24037
Вінницька,с. Юрківці,24040
Вінницька,с. Озаринці,24041
Вінницька,с. Конева,24042
Вінницька,с. Воєводчинці,24043
Вінницька,с. Сказинці,24044
Вінницька,с. Карпівка,24045
Вінницька,с. Пилипи,24046
Вінницька,с-ще Коштуля,24048
Вінницька,с. Вільне,24049
Вінницька,с. Грушка,24050
Вінницька,с. Слобода-Шлишковецька,24051
Вінницька,с. Бронниця,24052
Вінницька,с. Оленівка,24053
Вінницька,с. Бандишівка,24054
Вінницька,с-ще Криштофівка,24055
Вінницька,с. Григорівка,24057
Вінницька,с. Суботівка,24060
Вінницька,с. Садківці,24061
Вінницька,с. Яруга,24062
Вінницька,с. Івонівка,24063
Вінницька,с. Петрівка,24065
Вінницька,с. Садки,24066
Вінницька,с. Садова,24067
Вінницька,с. Шлишківці,24068
Вінницька,смт Чернівці,24100
Вінницька,с. Мазурівка,24106
Вінницька,с. Вишневе,24107
Вінницька,с. Абрамівська Долина,24108
Вінницька,с-ще Скорячий Яр,24109
Вінницька,с. Біляни,24110
Вінницька,с. Березівка,24111
Вінницька,с. Гонтівка,24112
Вінницька,с. Шендерівка,24113
Вінницька,с. Лозове,24114
Вінницька,с. Дубина,24115
Вінницька,с. Камінське,24116
Вінницька,с. Котлубаївка,24117
Вінницька,с. Лужок,24118
Вінницька,с. Скалопіль,24119
Вінницька,с. Володіївці,24120
Вінницька,с. Пелинівка,24121
Вінницька,с. Саїнка,24122
Вінницька,с. Борівка,24123
Вінницька,с. Сокіл,24124
Вінницька,с. Вазлуївка,24125
Вінницька,с. Грабовець,24126
Вінницька,с-ще Степок,24127
Вінницька,с-ще Трактове,24128
Вінницька,с-ще Туліїв,24129
Вінницька,с. Вила-Ярузькі,24130
Вінницька,с. Букатинка,24131
Вінницька,с. Бабчинці,24132
Вінницька,с. Моївка,24133
Вінницька,с-ще Ясне,24134
Вінницька,с. Гамулівка,24135
Вінницька,с. Майорщина,24136
Вінницька,с. Нове Життя,24137
Вінницька,с-ще Степне,24138
Вінницька,с. Коси,24139
Вінницька,с. Весняне,24140
Вінницька,с. Вівчарня,24141
Вінницька,с. Йосипівка,24142
Вінницька,с. Ромашка,24143
Вінницька,смт Томашпіль,24200
Вінницька,с. Липівка,24205
Вінницька,с. Яришівка,24206
Вінницька,с-ще Горишківське,24207
Вінницька,с. Велика Русава,24210
Вінницька,с. Пеньківка,24211
Вінницька,с. Рожнятівка,24212
Вінницька,с. Антонівка,24213
Вінницька,с. Вила,24214
Вінницька,с. Пилипи-Борівські,24215
Вінницька,с. Калинка,24216
Вінницька,с. Касянівка,24218
Вінницька,с. Забіляни,24219
Вінницька,с. Олександрівка,24220
Вінницька,с. Горишківка,24221
Вінницька,с. Паланка,24222
Вінницька,с. Благодатне,24223
Вінницька,с. Жолоби,24224
Вінницька,с. Комаргород,24225
Вінницька,с. Кислицьке,24226
Вінницька,с. Вапнярки,24227
Вінницька,с-ще Комаргородське,24228
Вінницька,с. Стіна,24231
Вінницька,с. Гнатків,24232
Вінницька,с. Нетребівка,24233
Вінницька,с. Яланець,24234
Вінницька,с. Русава,24235
Вінницька,смт Вапнярка,24240
Вінницька,смт Вапнярка,24241
Вінницька,с. Колоденка,24245
Вінницька,с. Вербова,24246
Вінницька,с. Високе,24247
Вінницька,с. Марківка,24248
Вінницька,с. Антопіль,24249
Вінницька,с. Ракова,24262
Вінницька,смт Тростянець,24300
Вінницька,с. Летківка,24310
Вінницька,с-ще Северинівка,24311
Вінницька,с. Буди,24312
Вінницька,с. Гордіївка,24313
Вінницька,с. Велика Стратіївка,24314
Вінницька,с-ще Дубина,24315
Вінницька,с-ще Верхівське,24317
Вінницька,м. Ладижин,24321
Вінницька,с-ще Губник,24324
Вінницька,с. Лукашівка,24325
Вінницька,с. Оляниця,24326
Вінницька,с. Четвертинівка,24327
Вінницька,с-ще Ладижинське,24328
Вінницька,с-ще Ружицьке,24329
Вінницька,с. Ілляшівка,24330
Вінницька,с. Красногірка,24331
Вінницька,с. Капустяни,24332
Вінницька,с. Олександрівка,24333
Вінницька,с. Демківка,24334
Вінницька,с. Савинці,24335
Вінницька,с-ще Демківське,24336
Вінницька,с-ще Довжок,24337
Вінницька,с-ще Зелений Довжок,24338
Вінницька,с. Китайгород,24339
Вінницька,с. Глибочок,24340
Вінницька,с. Скибинці,24341
Вінницька,с. Тростянчик,24342
Вінницька,с. Демидівка,24343
Вінницька,с-ще Глибочанське,24344
Вінницька,с. Митківка,24345
Вінницька,с. Підлісне,24346
Вінницька,с. Верхівка,24350
Вінницька,с. Козинці,24351
Вінницька,с. Мала Стратіївка,24352
Вінницька,с. Ободівка,24353
Вінницька,с. Бережанка,24356
Вінницька,с. Нова Ободівка,24357
Вінницька,с. Цибулівка,24360
Вінницька,с. Торканівка,24361
Вінницька,с. Дубівка,24366
Вінницька,м. Бершадь,24400
Вінницька,м. Бершадь,24402
Вінницька,с. Флорине,24405
Вінницька,с-ще Партизанське,24406
Вінницька,с. Романівка,24407
Вінницька,с. Сумівка,24410
Вінницька,с. Кошаринці,24411
Вінницька,с. Війтівка,24412
Вінницька,с. Баланівка,24413
Вінницька,с. Бирлівка,24414
Вінницька,с. П'ятківка,24415
Вінницька,с. Глинське,24416
Вінницька,с. М'якохід,24420
Вінницька,с. Красносілка,24421
Вінницька,с. Маньківка,24422
Вінницька,с. Крушинівка,24423
Вінницька,с. Шумилів,24424
Вінницька,с. Чернятка,24430
Вінницька,с. Хмарівка,24431
Вінницька,с. Шляхова,24432
Вінницька,с. Теофілівка,24433
Вінницька,с. Тирлівка,24434
Вінницька,с. Завітне,24435
Вінницька,с-ще Кавкули,24436
Вінницька,с. Серединка,24440
Вінницька,с. Серебрія,24441
Вінницька,с. Березівка,24442
Вінницька,с. Тернівка,24443
Вінницька,с. Дяківка,24444
Вінницька,с. Джулинка,24450
Вінницька,с. Берізки-Бершадські,24451
Вінницька,с. Ставки,24452
Вінницька,с. Устя,24453
Вінницька,с. Лугова,24454
Вінницька,с. Велика Киріївка,24455
Вінницька,с. Осіївка,24456
Вінницька,с. Мала Киріївка,24457
Вінницька,с-ще Устя,24459
Вінницька,с. Яланець,24460
Вінницька,с. Поташня,24461
Вінницька,с. Лісниче,24462
Вінницька,с. Михайлівка,24463
Вінницька,с. Голдашівка,24464
Вінницька,с. Кидрасівка,24465
Вінницька,с. Вовчок,24466
Вінницька,с-ще Яланець,24467
Вінницька,м. Ямпіль,24500
Вінницька,с. Гальжбіївка,24504
Вінницька,с. Біла,24505
Вінницька,с. Оксанівка,24506
Вінницька,с. Франківка,24507
Вінницька,с. Дзюброве,24508
Вінницька,с. Русава,24510
Вінницька,с. Нечуївка,24511
Вінницька,с. Пороги,24512
Вінницька,с. Добрянка,24513
Вінницька,с. Лаврівка,24514
Вінницька,с. Регляшинці,24515
Вінницька,с. Улянівка,24516
Вінницька,с. Тростянець,24520
Вінницька,с. Вітрівка,24521
Вінницька,с. Гонорівка,24522
Вінницька,с. Буша,24523
Вінницька,с. Дорошівка,24524
Вінницька,с. Петрашівка,24525
Вінницька,с. Миронівка,24526
Вінницька,с. Михайлівка,24527
Вінницька,с. Держанка,24528
Вінницька,с. Слобода-Бушанська,24529
Вінницька,с. Безводне,24530
Вінницька,с. Дзигівка,24531
Вінницька,с. Клембівка,24532
Вінницька,с. Качківка,24533
Вінницька,с. Ратуш,24534
Вінницька,с. Писарівка,24535
Вінницька,с. Прилужне,24536
Вінницька,с. Хмелівщина,24537
Вінницька,с. Северинівка,24540
Вінницька,с. Слобода-Підлісівська,24541
Вінницька,с. Підлісівка,24542
Вінницька,с. Придністрянське,24543
Вінницька,с. Довжок,24544
Вінницька,с. Цекинівка,24545
Вінницька,с. Велика Кісниця,24546
Вінницька,с. Іванків,24547
Вінницька,смт Крижопіль,24600
Вінницька,смт Крижопіль,24601
Вінницька,с. Тернівка,24605
Вінницька,с. Голубече,24606
Вінницька,с. Княжа Криниця,24607
Вінницька,с. Щасливе,24608
Вінницька,с-ще Горби,24609
Вінницька,с. Савчине,24610
Вінницька,с. Андріяшівка,24611
Вінницька,с. Висока Гребля,24612
Вінницька,с. Кісниця,24613
Вінницька,с. Дахталія,24614
Вінницька,с. Городківка,24615
Вінницька,с-ще Мар'янівське,24617
Вінницька,с. Залісся,24618
Вінницька,с. Долинка,24619
Вінницька,с. Джугастра,24620
Вінницька,с. Леонівка,24621
Вінницька,с. Гарячківка,24622
Вінницька,с. Вербка,24623
Вінницька,с. Вільшанка,24624
Вінницька,с. Красносілка,24625
Вінницька,с. Зеленянка,24626
Вінницька,с-ще Вербецьке,24627
Вінницька,с-ще Вигода,24628
Вінницька,с. Доярня,24629
Вінницька,с. Шарапанівка,24630
Вінницька,с. Заболотне,24631
Вінницька,с. Куниче,24632
Вінницька,с. Соколівка,24633
Вінницька,с. Соколівка,24634
Вінницька,с. Левків,24636
Вінницька,с-ще Рудник,24637
Вінницька,с. Сонячне,24638
Вінницька,с-ще Суха Долина,24639
Вінницька,с. Жабокрич,24640
Вінницька,с. Крикливець,24641
Вінницька,с. Іллівка,24642
Вінницька,с. Павлівка,24643
Вінницька,с-ще Файгород,24644
Вінницька,с. Шуми,24645
Вінницька,с. Теклівка,24646
Вінницька,с. Одаї,24647
Вінницька,с. Кринички,24648
Вінницька,с. Мар'янівка,24649
Вінницька,с. Петрунівка,24650
Вінницька,смт Піщанка,24700
Вінницька,с-ще Трудове,24703
Вінницька,с-ще Миколаївка,24704
Вінницька,с-ще П'ятихатка,24705
Вінницька,с. Брохвичі,24706
Вінницька,с-ще Палійове,24707
Вінницька,с. Калинівка,24708
Вінницька,с. Верхня Слобідка,24709
Вінницька,с. Трибусівка,24710
Вінницька,с. Грабарівка,24711
Вінницька,с. Болган,24712
Вінницька,с. Кукули,24713
Вінницька,с. Дмитрашківка,24714
Вінницька,с. Студена,24715
Вінницька,с-ще Чабанове,24716
Вінницька,с. Затишне,24717
Вінницька,с-ще Червона Поляна,24718
Вінницька,с. Миролюбівка,24720
Вінницька,с. Ставки,24721
Вінницька,с. Яворівка,24722
Вінницька,смт Рудниця,24723
Вінницька,с. Рудницьке,24730
Вінницька,с. Городище,24731
Вінницька,с. Чорномин,24732
Вінницька,с-ще Попелюхи,24733
Вінницька,с. Козлівка,24734
Вінницька,с. Рибки,24735
Вінницька,с. Гонорівка,24736
Вінницька,с-ще Козацьке,24737
Вінницька,смт Чечельник,24800
Вінницька,с. Тартак,24805
Вінницька,с. Анютине,24806
Вінницька,с. Бондурівка,24810
Вінницька,с. Дохно,24811
Вінницька,с. Каташин,24812
Вінницька,с. Жабокричка,24813
Вінницька,с. Білий Камінь,24814
Вінницька,с. Рогізка,24815
Вінницька,с. Тарасівка,24816
Вінницька,с. Василівка,24817
Вінницька,с. Луги,24820
Вінницька,с. Вербка,24821
Вінницька,с. Куренівка,24822
Вінницька,с. Бритавка,24823
Вінницька,с. Попова Гребля,24824
Вінницька,с. Новоукраїнка,24825
Вінницька,с. Ольгопіль,24830
Вінницька,с. Стратіївка,24831
Вінницька,с. Демівка,24832
Вінницька,с. Любомирка,24833
Вінницька,с. Берізки-Чечельницькі,24834
Кіровоградська,м. Кропивницький,25001
Кіровоградська,м. Кропивницький,25002
Кіровоградська,м. Кропивницький,25003
Кіровоградська,м. Кропивницький,25004
Кіровоградська,м. Кропивницький,25005
Кіровоградська,м. Кропивницький,25006
Кіровоградська,м. Кропивницький,25007
Кіровоградська,м. Кропивницький,25008
Кіровоградська,м. Кропивницький,25009
Кіровоградська,м. Кропивницький,25010
Кіровоградська,м. Кропивницький,25011
Кіровоградська,м. Кропивницький,25012
Кіровоградська,м. Кропивницький,25013
Кіровоградська,м. Кропивницький,25014
Кіровоградська,м. Кропивницький,25015
Кіровоградська,м. Кропивницький,25018
Кіровоградська,м. Кропивницький,25019
Кіровоградська,м. Кропивницький,25020
Кіровоградська,м. Кропивницький,25022
Кіровоградська,м. Кропивницький,25026
Кіровоградська,м. Кропивницький,25030
Кіровоградська,м. Кропивницький,25031
Кіровоградська,смт Нове,25491
Кіровоградська,м. Новомиргород,26000
Кіровоградська,с. Ганнівка,26002
Кіровоградська,с. Лікареве,26009
Кіровоградська,смт Капітанівка,26010
Кіровоградська,с. Турія,26011
Кіровоградська,с. Листопадове,26012
Кіровоградська,с. Андріївка,26013
Кіровоградська,с. Коробчине,26014
Кіровоградська,с. Петроострів,26015
Кіровоградська,с. Миролюбівка,26016
Кіровоградська,с. Розлива,26017
Кіровоградська,с. Писарівка,26018
Кіровоградська,с. Бурти,26019
Кіровоградська,с. Оситняжка,26020
Кіровоградська,с. Дібрівка,26021
Кіровоградська,с. Шпакове,26022
Кіровоградська,с. Василівка,26023
Кіровоградська,с. Защита,26024
Кіровоградська,с. Кам'януватка,26025
Кіровоградська,с. Зелене,26026
Кіровоградська,с. Котівка,26027
Кіровоградська,с. Пенькине,26028
Кіровоградська,с. Бровкове,26029
Кіровоградська,с. Йосипівка,26030
Кіровоградська,с. Тишківка,26031
Кіровоградська,с. Кам'янка,26032
Кіровоградська,с. Мартоноша,26033
Кіровоградська,с. Панчеве,26034
Кіровоградська,с. Каніж,26035
Кіровоградська,с. Костянтинівка,26036
Кіровоградська,с. Сухолітівка,26037
Кіровоградська,с. Миколаївка,26038
Кіровоградська,с. Троянове,26039
Кіровоградська,с. Пурпурівка,26040
Кіровоградська,с. Мар'ївка,26041
Кіровоградська,с. Веселівка,26042
Кіровоградська,с. Оситна,26043
Кіровоградська,с. Бирзулове,26047
Кіровоградська,с. Рубаний Міст,26048
Кіровоградська,с. Моргунівка,26049
Кіровоградська,с. Мостове,26050
Кіровоградська,с. Лев-Балка,26051
Кіровоградська,с. Арсенівка,26052
Кіровоградська,с. Іванівка,26053
Кіровоградська,с. Мар'янопіль,26054
Кіровоградська,с. Прищепівка,26055
Кіровоградська,с. Рівне,26056
Кіровоградська,смт Новоархангельськ,26100
Кіровоградська,с. Журівка,26101
Кіровоградська,с. Солдатське,26102
Кіровоградська,с. Синюха,26105
Кіровоградська,с. Торговиця,26106
Кіровоградська,с. Левківка,26107
Кіровоградська,с. Станіславівка,26108
Кіровоградська,с. Низове,26109
Кіровоградська,с. Кам'янече,26110
Кіровоградська,с. Кальниболота,26111
Кіровоградська,с. Скалева,26112
Кіровоградська,с. Свердликове,26113
Кіровоградська,с. Володимирівка,26114
Кіровоградська,с. Борщова,26115
Кіровоградська,с. Шевченка,26116
Кіровоградська,с. Вербівка,26117
Кіровоградська,с. Тарасівка,26118
Кіровоградська,с. Нерубайка,26120
Кіровоградська,с. Небелівка,26121
Кіровоградська,с. Підвисоке,26122
Кіровоградська,с. Копенкувате,26123
Кіровоградська,с. Сабове,26124
Кіровоградська,с. Червінка,26125
Кіровоградська,с. Кринички,26127
Кіровоградська,с. Голубенка,26128
Кіровоградська,с. Вукитичеве,26129
Кіровоградська,с. Розсохуватець,26130
Кіровоградська,с. Тернівка,26131
Кіровоградська,с. Покотилове,26132
Кіровоградська,с. Орлове,26133
Кіровоградська,с. Ятрань,26134
Кіровоградська,с. Калинівка,26135
Кіровоградська,с. Шляхове,26136
Кіровоградська,с. Жеванівка,26137
Кіровоградська,с. Кіндратівка,26138
Кіровоградська,с. Скалівські Хутори,26140
Кіровоградська,с. Мар'янівка,26141
Кіровоградська,с. Ганнівка,26142
Кіровоградська,с. Мартинівка,26143
Кіровоградська,с. Надлак,26150
Кіровоградська,с. Іванівка,26151
Кіровоградська,с. Тимофіївка,26152
Кіровоградська,с. Вільшанка,26153
Кіровоградська,с. Покровка,26154
Кіровоградська,м. Мала Виска,26200
Кіровоградська,с. Олексіївка,26202
Кіровоградська,с. Краснопілка,26205
Кіровоградська,с. Паліївка,26206
Кіровоградська,с. Мануйлівка,26207
Кіровоградська,с. П'ятихатки,26209
Кіровоградська,с. Первомайське,26210
Кіровоградська,с. Гаївка,26211
Кіровоградська,с. Копанки,26212
Кіровоградська,с. Миролюбівка,26213
Кіровоградська,с. Димине,26214
Кіровоградська,с. Лутківка,26215
Кіровоградська,с. Веселе,26216
Кіровоградська,с. Червона Поляна,26217
Кіровоградська,с. Полохівка,26218
Кіровоградська,с. Первомайськ,26219
Кіровоградська,с. Якимівка,26220
Кіровоградська,с. Нововознесенка,26221
Кіровоградська,с. Березівка,26222
Кіровоградська,смт Смоліне,26223
Кіровоградська,с. Новопетрівка,26224
Кіровоградська,с. Хмельове,26225
Кіровоградська,с. Новоолександрівка,26226
Кіровоградська,с. Новогригорівка,26227
Кіровоградська,с. Новопавлівка,26228
Кіровоградська,с. Калаколове,26229
Кіровоградська,с. Лозуватка,26230
Кіровоградська,с. Розсохуватка,26231
Кіровоградська,с. Злинка,26232
Кіровоградська,с. Шевченкове,26233
Кіровоградська,с. Андріївка,26235
Кіровоградська,с. Дорофіївка,26237
Кіровоградська,с. Межове,26238
Кіровоградська,с. Миропіль,26239
Кіровоградська,с. Мар'янівка,26240
Кіровоградська,с. Велика Виска,26241
Кіровоградська,с-ще Заповідне,26242
Кіровоградська,с. Олександрівка,26243
Кіровоградська,с. Оникієве,26244
Кіровоградська,с. Плетений Ташлик,26245
Кіровоградська,с. Новостанівка,26249
Кіровоградська,с. Успенівка,26250
Кіровоградська,с. Тарасівка,26251
Кіровоградська,с-ще Вишневе,26252
Кіровоградська,с. Новомиколаївка,26253
Кіровоградська,с. Пасічне,26254
Кіровоградська,с. Новокрасне,26255
Кіровоградська,с. Новомихайлівка,26256
Кіровоградська,с. Матусівка,26257
Кіровоградська,с. Вись,26259
Кіровоградська,с. Заріччя,26260
Кіровоградська,с. Павлівка,26261
Кіровоградська,м. Гайворон,26300
Кіровоградська,м. Гайворон,26301
Кіровоградська,с. Садове,26303
Кіровоградська,с. Вікнина,26310
Кіровоградська,с. Берестяги,26311
Кіровоградська,с. Червоне,26312
Кіровоградська,с. Долинівка,26313
Кіровоградська,с. Мощене,26314
Кіровоградська,с. Тополі,26315
Кіровоградська,с. Вільховецьке,26317
Кіровоградська,с. Жакчик,26319
Кіровоградська,с. Солгутове,26320
Кіровоградська,с. Соломія,26321
Кіровоградська,с. Казавчин,26322
Кіровоградська,с. Бугове,26323
Кіровоградська,с. Покровське,26324
Кіровоградська,с. Бандурове,26325
Кіровоградська,с. Тракт,26326
Кіровоградська,с. Червоні Маяки,26327
Кіровоградська,с. Ташлик,26329
Кіровоградська,с. Таужне,26330
Кіровоградська,с. Хащувате,26331
Кіровоградська,смт Салькове,26332
Кіровоградська,с. Могильне,26333
Кіровоградська,смт Завалля,26334
Кіровоградська,с. Чемерпіль,26335
Кіровоградська,с. Березівка,26336
Кіровоградська,м. Благовіщенське,26400
Кіровоградська,с. Вільхове,26410
Кіровоградська,с. Синьки,26411
Кіровоградська,с. Кам'яна Криниця,26412
Кіровоградська,с. Великі Трояни,26413
Кіровоградська,с. Йосипівка,26414
Кіровоградська,с. Мечиславка,26415
Кіровоградська,с. Маньківське,26418
Кіровоградська,с. Змійове,26419
Кіровоградська,с. Грушка,26420
Кіровоградська,с. Станіславове,26421
Кіровоградська,с. Розношенське,26422
Кіровоградська,с. Новоселиця,26423
Кіровоградська,с. Шевченка,26425
Кіровоградська,с. Кам'яний Брід,26430
Кіровоградська,с. Христофорове,26431
Кіровоградська,с. Богданове,26432
Кіровоградська,с. Синицівка,26433
Кіровоградська,с. Сабатинівка,26434
Кіровоградська,с. Данилова Балка,26440
Кіровоградська,с. Лозувата,26441
Кіровоградська,с. Дельфінове,26442
Кіровоградська,с. Луполове,26443
Кіровоградська,с. Кошаро-Олександрівка,26444
Кіровоградська,с. Шамраєве,26452
Кіровоградська,смт Голованівськ,26500
Кіровоградська,с-ще Голованівськ,26508
Кіровоградська,с. Вербове,26509
Кіровоградська,с. Межирічка,26510
Кіровоградська,с. Краснопілля,26511
Кіровоградська,с. Наливайка,26512
Кіровоградська,с-ще Лісне,26513
Кіровоградська,с. Давидівка,26515
Кіровоградська,с. Лещівка,26516
Кіровоградська,с. Табанове,26517
Кіровоградська,с. Цвіткове,26518
Кіровоградська,с. Маринопіль,26519
Кіровоградська,с. Крутеньке,26520
Кіровоградська,с. Семидуби,26521
Кіровоградська,с. Перегонівка,26522
Кіровоградська,с. Полонисте,26523
Кіровоградська,с. Лебединка,26524
Кіровоградська,с. Клинове,26525
Кіровоградська,с. Грузьке,26526
Кіровоградська,с. Мар'янівка,26527
Кіровоградська,с. Олександрівка,26528
Кіровоградська,с. Одая,26529
Кіровоградська,с. Троянка,26530
Кіровоградська,с. Журавлинка,26531
Кіровоградська,с. Ємилівка,26532
Кіровоградська,с-ще Ємилівка,26533
Кіровоградська,с. Шепилове,26534
Кіровоградська,с. Грузянка,26535
Кіровоградська,с. Олексіївка,26539
Кіровоградська,с. Красногірка,26540
Кіровоградська,с. Роздол,26541
Кіровоградська,с. Свірневе,26542
Кіровоградська,с. Молдовка,26543
Кіровоградська,с. Люшнювате,26544
Кіровоградська,с. Надеждівка,26546
Кіровоградська,с. Розкішне,26550
Кіровоградська,с. Новосілка,26551
Кіровоградська,с. Липовеньке,26552
Кіровоградська,с. Пушкове,26553
Кіровоградська,с. Капітанка,26554
Кіровоградська,смт Побузьке,26555
Кіровоградська,смт Вільшанка,26600
Кіровоградська,с. Осички,26604
